system:index,urban_class,.geo
"4292,1607_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1199665502763,28.880642217015566]}"
"4293,1607_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13838248261777,28.880642217015566]}"
"4294,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1557151248215,28.880642217015566]}"
"4295,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17413105716295,28.880642217015566]}"
"4296,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19254698950441,28.880642217015566]}"
"4297,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20987963170815,28.880642217015566]}"
"4298,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2282955640496,28.880642217015566]}"
"4299,1607_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24562820625334,28.880642217015566]}"
"4300,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26404413859478,28.880642217015566]}"
"4301,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28246007093624,28.880642217015566]}"
"4302,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29979271313998,28.880642217015566]}"
"4303,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31820864548145,28.880642217015566]}"
"4304,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33554128768516,28.880642217015566]}"
"4305,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35395722002662,28.880642217015566]}"
"4306,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37128986223036,28.880642217015566]}"
"4307,1607_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38970579457181,28.880642217015566]}"
"4308,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40812172691328,28.880642217015566]}"
"4274,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79668974414497,28.898508191445895]}"
"4275,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81510764545838,28.898508191445895]}"
"4276,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83244214081219,28.898508191445895]}"
"4277,1608_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8508600421256,28.898508191445895]}"
"4278,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86819453747938,28.898508191445895]}"
"4279,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88661243879281,28.898508191445895]}"
"4280,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90503034010622,28.898508191445895]}"
"4281,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92236483546,28.898508191445895]}"
"4282,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94078273677343,28.898508191445895]}"
"4283,1608_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95811723212722,28.898508191445895]}"
"4284,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97653513344062,28.898508191445895]}"
"4285,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99495303475403,28.898508191445895]}"
"4286,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01228753010786,28.898508191445895]}"
"4287,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03070543142124,28.898508191445895]}"
"4288,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04803992677506,28.898508191445895]}"
"4289,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06645782808846,28.898508191445895]}"
"4290,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08379232344225,28.898508191445895]}"
"4291,1608_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10221022475568,28.898508191445895]}"
"4292,1608_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12062812606908,28.898508191445895]}"
"4293,1608_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13796262142287,28.898508191445895]}"
"4294,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1563805227363,28.898508191445895]}"
"4295,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17371501809008,28.898508191445895]}"
"4296,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19213291940349,28.898508191445895]}"
"4297,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21055082071692,28.898508191445895]}"
"4298,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22788531607071,28.898508191445895]}"
"4299,1608_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24630321738411,28.898508191445895]}"
"4300,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26363771273792,28.898508191445895]}"
"4301,1608_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28205561405133,28.898508191445895]}"
"4302,1608_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29939010940514,28.898508191445895]}"
"4303,1608_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31780801071854,28.898508191445895]}"
"4304,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33622591203195,28.898508191445895]}"
"4305,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35356040738574,28.898508191445895]}"
"4306,1608_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37197830869916,28.898508191445895]}"
"4307,1608_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38931280405295,28.898508191445895]}"
"4308,1608_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40773070536636,28.898508191445895]}"
